time,flow,temp,salt
2000-06-25 00:00:00,    0.000000,   28.616324,    0.507433
2000-06-26 00:00:00,    0.000000,   28.665818,    0.507460
2000-06-27 00:00:00,    0.000000,   28.643035,    0.507539
2000-06-28 00:00:00,    0.000000,   28.679110,    0.507625
2000-06-29 00:00:00,    0.000000,   28.938056,    0.507767
2000-06-30 00:00:00,    0.000000,   29.098614,    0.507908
2000-07-01 00:00:00,    0.000000,   29.330490,    0.508144
2000-07-02 00:00:00,    0.000000,   30.010013,    0.508177
2000-07-03 00:00:00,    0.000000,   29.921055,    0.508365
2000-07-04 00:00:00,    0.000000,   29.852195,    0.508456
2000-07-05 00:00:00,    0.000000,   29.991555,    0.508546
2000-07-06 00:00:00,    0.000000,   29.940719,    0.508670
2000-07-07 00:00:00,    0.000000,   30.426474,    0.508754
2000-07-08 00:00:00,    0.000000,   30.482281,    0.508931
2000-07-09 00:00:00,    0.000000,   30.399755,    0.509016
2000-07-10 00:00:00,    0.000000,   30.445945,    0.509095
2000-07-11 00:00:00,    0.000000,   30.488217,    0.509284
2000-07-12 00:00:00,    0.000000,   30.521845,    0.509395
2000-07-13 00:00:00,    0.000000,   30.639732,    0.509520
2000-07-14 00:00:00,    0.000000,   30.505571,    0.509760
2000-07-15 00:00:00,    0.000000,   30.846339,    0.509802
2000-07-16 00:00:00,    0.000000,   30.767702,    0.510051
2000-07-17 00:00:00,    0.000000,   30.656713,    0.510348
2000-07-18 00:00:00,    0.000000,   30.879913,    0.510422
2000-07-19 00:00:00,    0.000000,   30.726789,    0.510542
2000-07-20 00:00:00,    0.000000,   30.745784,    0.510713
2000-07-21 00:00:00,    0.000000,   30.830680,    0.510715
2000-07-22 00:00:00,    0.000000,   30.591687,    0.511146
2000-07-23 00:00:00,    0.000000,   30.722986,    0.511370
2000-07-24 00:00:00,    0.000000,   30.849410,    0.511519
2000-07-25 00:00:00,    0.000000,   30.955992,    0.511644
2000-07-26 00:00:00,    0.000000,   31.010785,    0.511733
2000-07-27 00:00:00,    0.000000,   31.592636,    0.511776
2000-07-28 00:00:00,    0.000000,   31.107095,    0.512061
2000-07-29 00:00:00,    0.000000,   31.395164,    0.512158
2000-07-30 00:00:00,    0.000000,   31.687896,    0.512274
2000-07-31 00:00:00,    0.000000,   31.754116,    0.512552
2000-08-01 00:00:00,    0.000000,   31.600681,    0.512673
2000-08-02 00:00:00,    0.000000,   31.615727,    0.512925
2000-08-03 00:00:00,    0.000000,   31.537521,    0.513242
2000-08-04 00:00:00,    0.000000,   31.435318,    0.513478
2000-08-05 00:00:00,    0.000000,   31.514539,    0.513607
2000-08-06 00:00:00,    0.000000,   31.247257,    0.513786
2000-08-07 00:00:00,    0.000000,   31.586226,    0.513823
2000-08-08 00:00:00,    0.000000,   31.346411,    0.514138
2000-08-09 00:00:00,    0.000000,   31.476274,    0.514074
2000-08-10 00:00:00,    0.000000,   31.025742,    0.514367
2000-08-11 00:00:00,    0.000000,   31.282614,    0.514364
2000-08-12 00:00:00,    0.000000,   31.190956,    0.514572
2000-08-13 00:00:00,    0.000000,   31.190956,    0.514572
2000-08-14 00:00:00,    0.000000,   31.043123,    0.514825
2000-08-15 00:00:00,    0.000000,   31.142540,    0.514930
2000-08-16 00:00:00,    0.000000,   31.101666,    0.515091
2000-08-17 00:00:00,    0.000000,   31.244696,    0.515223
2000-08-18 00:00:00,    0.000000,   31.184331,    0.515350
2000-08-19 00:00:00,    0.000000,   31.079830,    0.515501
2000-08-20 00:00:00,    0.000000,   31.154909,    0.515627
2000-08-21 00:00:00,    0.000000,   31.597449,    0.515746
2000-08-22 00:00:00,    0.000000,   31.112823,    0.515986
2000-08-23 00:00:00,    0.000000,   31.201695,    0.516145
2000-08-24 00:00:00,    0.000000,   31.123115,    0.516365
2000-08-25 00:00:00,    0.000000,   31.168129,    0.516455
2000-08-26 00:00:00,    0.000000,   31.205931,    0.516639
2000-08-27 00:00:00,    0.000000,   31.258395,    0.516759
2000-08-28 00:00:00,    0.000000,   31.221172,    0.516919
2000-08-29 00:00:00,    0.000000,   31.221172,    0.516919
