stepno, U, F, Uorb(top), Uorb(bot), Tuab(top), Taub(bot)
2026, 8.217378e-01, 1.430633e+04, 5.998046e-08, 1.270467e-203, 1.428411e-06, 0.000000e+00
2027, 1.103370e+00, 1.430632e+04, 3.103316e-05, 2.033078e-123, 2.622979e-06, 2.064745e-244
2028, 6.373168e-01, 1.430632e+04, 8.061510e-12, 0.000000e+00, 8.590007e-07, 0.000000e+00
2029, 1.918957e+00, 1.430632e+04, 1.007780e-02, 4.301973e-52, 5.065154e-03, 9.244712e-102
2030, 9.521044e+00, 1.430629e+04, 1.317872e+00, 1.545862e-07, 7.762092e+00, 1.193713e-12
2031, 1.134105e+01, 1.430626e+04, 1.777891e+00, 2.476769e-06, 1.289692e+01, 3.064285e-10
2032, 9.642438e+00, 1.430623e+04, 1.172847e+00, 1.927224e-07, 6.315599e+00, 1.855336e-12
2033, 8.957960e+00, 1.430621e+04, 1.098982e+00, 5.120434e-08, 5.691130e+00, 1.309700e-13
2034, 8.975983e+00, 1.430618e+04, 1.155369e+00, 5.318402e-08, 6.210110e+00, 1.412929e-13
2035, 7.725079e+00, 1.430616e+04, 8.606479e-01, 2.440128e-09, 3.797450e+00, 2.974290e-16
2036, 5.351006e+00, 1.430615e+04, 4.223425e-01, 6.627569e-14, 1.197020e+00, 2.194151e-25
2037, 6.688310e+00, 1.430614e+04, 6.294655e-01, 7.044265e-11, 2.265846e+00, 2.478731e-19
2038, 3.747940e+00, 1.430613e+04, 1.594698e-01, 3.722082e-21, 2.614868e-01, 6.920380e-40
2039, 3.385454e+00, 1.430613e+04, 1.173160e-01, 5.069190e-24, 1.651578e-01, 1.283616e-45
2040, 4.226527e-01, 1.430613e+04, 8.023103e-25, 0.000000e+00, 3.751032e-07, 0.000000e+00
2041, 7.871302e-01, 1.430612e+04, 8.713037e-09, 1.584592e-219, 1.301002e-06, 0.000000e+00
2042, 8.335628e-01, 1.430612e+04, 4.678750e-08, 1.354946e-198, 1.459025e-06, 0.000000e+00
2043, 1.190448e+00, 1.430612e+04, 6.893618e-05, 5.935661e-109, 3.212594e-06, 1.759933e-215
2044, 1.465062e+00, 1.430612e+04, 8.950641e-04, 2.724883e-78, 4.442152e-05, 3.708975e-154
2045, 1.137433e+00, 1.430612e+04, 3.438751e-05, 2.241679e-117, 2.775616e-06, 2.510181e-232
2046, 6.670833e-01, 1.430611e+04, 2.162466e-11, 1.035476e-294, 9.344357e-07, 0.000000e+00
2047, 1.210244e+00, 1.430611e+04, 8.751653e-05, 4.508860e-106, 3.457210e-06, 1.015527e-209
2048, 2.404116e+00, 1.430611e+04, 3.086336e-02, 8.561955e-38, 2.505302e-02, 3.661879e-73
2049, 1.331700e+00, 1.430610e+04, 3.080237e-04, 5.658802e-91, 8.449762e-06, 1.599584e-179
2050, 1.429073e+00, 1.430610e+04, 6.894895e-04, 2.170418e-81, 2.796643e-05, 2.353124e-160
2051, 2.029571e+00, 1.430610e+04, 1.226221e-02, 5.163166e-48, 7.497144e-03, 1.331651e-93
2052, 8.286254e+00, 1.430607e+04, 1.000577e+00, 1.104917e-08, 4.883346e+00, 6.098418e-15
2053, 1.208040e+01, 1.430604e+04, 1.907081e+00, 5.948768e-06, 1.450478e+01, 1.767715e-09
2054, 1.208817e+01, 1.430601e+04, 1.734001e+00, 6.001266e-06, 1.224733e+01, 1.799052e-09
2055, 1.043810e+01, 1.430598e+04, 1.378640e+00, 7.131205e-07, 8.307021e+00, 2.540294e-11
2056, 1.016274e+01, 1.430596e+04, 1.386398e+00, 4.652180e-07, 8.417534e+00, 1.081113e-11
2057, 1.102184e+01, 1.430593e+04, 1.562035e+00, 1.637302e-06, 1.028843e+01, 1.339109e-10
2058, 1.087032e+01, 1.430591e+04, 1.632414e+00, 1.332003e-06, 1.114150e+01, 8.862751e-11
2059, 9.796512e+00, 1.430589e+04, 1.359051e+00, 2.533361e-07, 8.165056e+00, 3.205917e-12
2060, 1.380517e+00, 1.430589e+04, 6.064524e-04, 6.361532e-86, 2.235329e-05, 2.021536e-169
2061, 2.706938e+00, 1.430588e+04, 5.541990e-02, 3.782186e-32, 5.618019e-02, 7.145683e-62
2062, 2.660528e+00, 1.430587e+04, 5.959185e-02, 6.627674e-33, 6.298826e-02, 2.194221e-63
2063, 2.075753e+00, 1.430587e+04, 1.858465e-02, 1.771430e-46, 1.323434e-02, 1.567496e-90
2064, 5.560042e-01, 1.430587e+04, 2.480187e-14, 0.000000e+00, 6.584052e-07, 0.000000e+00
2065, 8.868743e-01, 1.430587e+04, 4.894986e-07, 2.298147e-178, 1.667517e-06, 0.000000e+00
2066, 1.020408e+00, 1.430586e+04, 8.906750e-06, 1.551384e-140, 2.210798e-06, 1.202256e-278
2067, 8.116365e-01, 1.430586e+04, 4.858521e-08, 5.159134e-208, 1.395902e-06, 0.000000e+00
2068, 1.056902e+00, 1.430586e+04, 1.953588e-05, 1.618781e-132, 2.393668e-06, 1.308984e-262
2069, 4.398934e-01, 1.430586e+04, 5.378529e-21, 0.000000e+00, 4.139399e-07, 0.000000e+00
2070, 7.418604e-01, 1.430586e+04, 2.822441e-09, 1.099370e-243, 1.164765e-06, 0.000000e+00
2071, 1.351439e+00, 1.430585e+04, 7.212409e-04, 7.319971e-89, 2.982516e-05, 2.676559e-175
2072, 2.311987e+00, 1.430585e+04, 3.342825e-02, 6.730870e-40, 2.852174e-02, 2.263083e-77
2073, 2.517593e+00, 1.430585e+04, 4.949218e-02, 1.821045e-35, 4.876061e-02, 1.656531e-68
2074, 1.568227e+00, 1.430584e+04, 2.140809e-03, 1.817065e-70, 2.335423e-04, 1.649297e-138
2075, 1.234644e+00, 1.430584e+04, 1.028005e-04, 1.098886e-102, 3.718955e-06, 6.032031e-203
2076, 3.395882e+00, 1.430583e+04, 1.267377e-01, 6.336300e-24, 1.863341e-01, 2.005532e-45
2077, 1.220724e+01, 1.430581e+04, 1.965637e+00, 6.844715e-06, 1.529068e+01, 2.340286e-09
2078, 1.166542e+01, 1.430578e+04, 1.711127e+00, 3.699378e-06, 1.201197e+01, 6.836210e-10
2079, 9.950364e+00, 1.430576e+04, 1.378125e+00, 3.293440e-07, 8.351651e+00, 5.418231e-12
2080, 9.555043e+00, 1.430573e+04, 1.295446e+00, 1.652340e-07, 7.528924e+00, 1.363819e-12
2081, 6.487873e+00, 1.430572e+04, 6.194783e-01, 3.072967e-11, 2.215649e+00, 4.717086e-20
2082, 8.462193e+00, 1.430570e+04, 1.069249e+00, 1.700681e-08, 5.467260e+00, 1.444787e-14
2083, 8.029529e+00, 1.430568e+04, 9.273634e-01, 5.723976e-09, 4.298503e+00, 1.636642e-15
2084, 5.716558e+00, 1.430567e+04, 4.800703e-01, 6.545838e-13, 1.467803e+00, 2.140369e-23
2085, 4.181247e+00, 1.430566e+04, 2.481656e-01, 1.617912e-18, 5.211217e-01, 1.307579e-34
2086, 3.745880e+00, 1.430565e+04, 1.881786e-01, 3.644626e-21, 3.411627e-01, 6.635353e-40
2087, 2.607831e+00, 1.430565e+04, 5.833289e-02, 8.388467e-34, 6.143838e-02, 3.514983e-65
2088, 1.654768e+00, 1.430564e+04, 3.419436e-03, 6.384057e-65, 5.883424e-04, 2.035877e-127
2089, 3.346454e-01, 1.430564e+04, 1.615046e-35, 0.000000e+00, 2.381835e-07, 0.000000e+00
2090, 2.996340e-01, 1.430564e+04, 1.994061e-43, 0.000000e+00, 1.911393e-07, 0.000000e+00
2091, 9.113114e-01, 1.430564e+04, 1.221039e-06, 3.284890e-170, 1.768157e-06, 0.000000e+00
2092, 2.220147e+00, 1.430563e+04, 2.611064e-02, 3.133203e-42, 2.047183e-02, 4.903827e-82
2093, 1.580546e+00, 1.430563e+04, 2.775729e-03, 1.279575e-69, 3.891894e-04, 8.178800e-137
2094, 9.570451e-01, 1.430563e+04, 3.410443e-06, 1.424287e-156, 1.950590e-06, 1.013335e-310
2095, 1.853874e+00, 1.430562e+04, 9.191778e-03, 8.828964e-55, 4.216807e-03, 3.893836e-107
2096, 2.136281e+00, 1.430562e+04, 1.360365e-02, 1.336406e-44, 8.617533e-03, 8.921443e-87
2097, 2.197229e+00, 1.430562e+04, 1.604935e-02, 7.456305e-43, 1.057912e-02, 2.777189e-83
2098, 7.230425e-01, 1.430562e+04, 1.595255e-10, 4.910681e-255, 1.086595e-06, 0.000000e+00
2099, 4.600000e-02, 1.430562e+04, 0.000000e+00, 0.000000e+00, 4.397503e-09, 0.000000e+00
2100, 8.786142e-01, 1.430561e+04, 8.318669e-08, 3.077424e-181, 1.604132e-06, 0.000000e+00
2101, 5.130481e+00, 1.430560e+04, 3.270592e-01, 1.399049e-14, 7.866357e-01, 9.777408e-27
2102, 1.172457e+01, 1.430557e+04, 1.837555e+00, 3.973291e-06, 1.362489e+01, 7.886037e-10
2103, 1.185825e+01, 1.430555e+04, 1.947507e+00, 4.643361e-06, 1.508924e+01, 1.077018e-09
2104, 1.193361e+01, 1.430552e+04, 1.974670e+00, 5.061903e-06, 1.545498e+01, 1.279929e-09
2105, 8.931775e+00, 1.430551e+04, 1.199292e+00, 4.874984e-08, 6.633888e+00, 1.187147e-13
2106, 1.004156e+01, 1.430549e+04, 1.486881e+00, 3.837636e-07, 9.537448e+00, 7.356742e-12
2107, 7.028206e+00, 1.430547e+04, 7.207105e-01, 2.584890e-10, 2.835798e+00, 3.337660e-18
2108, 4.321109e+00, 1.430546e+04, 2.665376e-01, 8.387265e-18, 5.815987e-01, 3.513976e-33
2109, 4.042501e+00, 1.430546e+04, 2.285781e-01, 2.776037e-19, 4.591560e-01, 3.849538e-36
2110, 2.610383e+00, 1.430545e+04, 5.830845e-02, 9.373150e-34, 6.137791e-02, 4.388633e-65
2111, 1.870463e+00, 1.430545e+04, 9.742095e-03, 4.627402e-54, 4.735947e-03, 1.069627e-105
2112, 1.035734e+00, 1.430545e+04, 1.623158e-05, 4.876649e-137, 2.300370e-06, 1.187958e-271
2113, 9.742464e-01, 1.430544e+04, 4.823263e-06, 6.696293e-152, 2.021682e-06, 2.239891e-301
2114, 1.281371e+00, 1.430544e+04, 3.483480e-04, 1.044341e-96, 9.546209e-06, 5.448076e-191
2115, 1.414849e+00, 1.430544e+04, 1.090454e-03, 1.203722e-82, 6.351761e-05, 7.237867e-163
2116, 2.756742e+00, 1.430543e+04, 6.861753e-02, 2.292062e-31, 7.693412e-02, 2.624284e-60
2117, 2.364026e+00, 1.430543e+04, 4.020328e-02, 1.135032e-38, 3.685621e-02, 6.435383e-75
2118, 1.733020e+00, 1.430543e+04, 5.388776e-03, 1.505387e-60, 1.453178e-03, 1.132021e-118
2119, 2.071475e+00, 1.430542e+04, 1.759419e-02, 1.323133e-46, 1.230646e-02, 8.745110e-91
2120, 1.669120e+00, 1.430542e+04, 4.479701e-03, 4.524877e-64, 1.005763e-03, 1.022755e-125
2121, 2.561660e+00, 1.430542e+04, 5.174497e-02, 1.252652e-34, 5.174427e-02, 7.838249e-67
2122, 1.552535e+00, 1.430541e+04, 2.571820e-03, 1.512861e-71, 3.346784e-04, 1.143289e-140
2123, 3.834731e-01, 1.430541e+04, 4.419800e-26, 0.000000e+00, 3.162851e-07, 0.000000e+00
2124, 1.334709e+00, 1.430541e+04, 9.306829e-04, 1.296838e-90, 4.700484e-05, 8.400970e-179
2125, 3.078115e+00, 1.430541e+04, 1.258665e-01, 3.971932e-27, 1.894475e-01, 7.880645e-52
2126, 9.346390e+00, 1.430539e+04, 1.591304e+00, 1.122323e-07, 1.084545e+01, 6.292078e-13
2127, 9.540388e+00, 1.430537e+04, 1.257757e+00, 1.613401e-07, 7.149630e+00, 1.300298e-12
2128, 8.476251e+00, 1.430535e+04, 9.913504e-01, 1.763858e-08, 4.790522e+00, 1.554123e-14
2129, 7.015491e+00, 1.430533e+04, 7.473748e-01, 2.473093e-10, 3.019497e+00, 3.055196e-18
2130, 4.949496e+00, 1.430532e+04, 3.376827e-01, 3.438097e-15, 8.359156e-01, 5.904652e-28
2131, 5.372706e+00, 1.430531e+04, 4.308399e-01, 7.769038e-14, 1.236847e+00, 3.015036e-25
2132, 2.788675e+00, 1.430531e+04, 7.031622e-02, 6.924212e-31, 7.952454e-02, 2.394963e-59
2133, 2.786620e-01, 1.430530e+04, 6.623645e-49, 0.000000e+00, 1.658647e-07, 0.000000e+00
2134, 6.585013e-01, 1.430530e+04, 1.114237e-10, 1.537007e-301, 9.266658e-07, 0.000000e+00
2135, 7.684519e-01, 1.430530e+04, 2.247297e-08, 6.705379e-229, 1.262578e-06, 0.000000e+00
2136, 6.172235e-01, 1.430530e+04, 8.480122e-12, 0.000000e+00, 8.149446e-07, 0.000000e+00
2137, 4.877075e-01, 1.430530e+04, 1.772111e-17, 0.000000e+00, 5.090791e-07, 0.000000e+00
2138, 9.871900e-01, 1.430530e+04, 8.790387e-06, 1.544432e-148, 2.090718e-06, 1.191505e-294
2139, 9.495078e-01, 1.430529e+04, 4.188403e-06, 1.162601e-158, 1.931473e-06, 6.751803e-315
2140, 1.114957e+00, 1.430529e+04, 6.582331e-05, 3.068273e-121, 2.877887e-06, 4.702687e-240
2141, 1.765572e-01, 1.430529e+04, 2.605196e-116, 0.000000e+00, 6.675250e-08, 0.000000e+00
2142, 1.882068e+00, 1.430529e+04, 1.146075e-02, 1.443840e-53, 6.551442e-03, 1.041349e-104
2143, 1.313509e+00, 1.430528e+04, 5.467967e-04, 6.036720e-93, 1.859012e-05, 1.820372e-183
2144, 1.426249e+00, 1.430528e+04, 1.293692e-03, 1.319944e-81, 8.773540e-05, 8.703006e-161
2145, 1.332123e+00, 1.430528e+04, 6.391594e-04, 6.915171e-91, 2.415006e-05, 2.388713e-179
2146, 9.095565e-01, 1.430528e+04, 1.736798e-06, 9.722298e-171, 1.771322e-06, 0.000000e+00
2147, 1.288671e+00, 1.430527e+04, 4.405037e-04, 8.007637e-96, 1.321872e-05, 3.203073e-189
2148, 3.337113e+00, 1.430527e+04, 1.373702e-01, 1.877977e-24, 2.125332e-01, 1.761728e-46
2149, 5.618391e+00, 1.430525e+04, 5.527096e-01, 3.692064e-13, 1.868622e+00, 6.809208e-24
2150, 8.482741e+00, 1.430523e+04, 9.466926e-01, 1.793100e-08, 4.420075e+00, 1.606080e-14
2151, 8.553802e+00, 1.430521e+04, 1.088443e+00, 2.118026e-08, 5.630349e+00, 2.240890e-14
2152, 7.700131e+00, 1.430519e+04, 8.110128e-01, 2.291419e-09, 3.427620e+00, 2.622813e-16
2153, 5.871751e+00, 1.430517e+04, 4.937828e-01, 1.572012e-12, 1.531914e+00, 1.234439e-22
2154, 5.228215e+00, 1.430514e+04, 3.791583e-01, 2.873852e-14, 1.003258e+00, 4.125598e-26
2155, 4.948497e+00, 1.430513e+04, 3.375585e-01, 3.421886e-15, 8.353831e-01, 5.849102e-28
2156, 5.362974e+00, 1.430511e+04, 4.064338e-01, 7.301740e-14, 1.121721e+00, 2.663243e-25
2157, 2.271378e+00, 1.430510e+04, 2.741138e-02, 6.948242e-41, 2.169664e-02, 2.411615e-79
2158, 2.266671e+00, 1.430510e+04, 2.788000e-02, 5.282136e-41, 2.223881e-02, 1.393726e-79
2159, 1.276432e+00, 1.430509e+04, 3.130212e-04, 2.733821e-97, 8.348969e-06, 3.733346e-192
2160, 2.472479e+00, 1.430509e+04, 4.389830e-02, 2.426975e-36, 4.116417e-02, 2.942311e-70
2161, 1.321614e+00, 1.430508e+04, 5.323486e-04, 4.981183e-92, 1.784825e-05, 1.239433e-181
2162, 1.357440e+00, 1.430508e+04, 6.041163e-04, 3.335533e-88, 2.209770e-05, 5.557615e-174
2163, 1.098929e+00, 1.430508e+04, 2.804334e-05, 3.697983e-124, 2.592234e-06, 6.831056e-246
2164, 1.363277e+00, 1.430507e+04, 5.324031e-04, 1.319078e-87, 1.805209e-05, 8.691590e-173
2165, 8.643752e-01, 1.430507e+04, 2.295092e-07, 2.283536e-186, 1.581007e-06, 0.000000e+00
2166, 1.704973e+00, 1.430507e+04, 4.435543e-03, 4.877176e-62, 9.862852e-04, 1.188215e-121
2167, 2.241583e-01, 1.430507e+04, 1.882257e-77, 0.000000e+00, 1.064705e-07, 0.000000e+00
2168, 7.200000e-02, 1.430507e+04, 0.000000e+00, 0.000000e+00, 1.099932e-08, 0.000000e+00
2169, 2.094655e+00, 1.430506e+04, 2.003444e-02, 7.382434e-46, 1.458711e-02, 2.722433e-89
2170, 1.209821e+00, 1.430506e+04, 2.421861e-04, 4.521008e-106, 6.068971e-06, 1.021007e-209
2171, 1.540465e-01, 1.430506e+04, 2.020357e-148, 0.000000e+00, 5.102299e-08, 0.000000e+00
2172, 6.720623e-01, 1.430506e+04, 4.966014e-10, 1.283053e-290, 9.710156e-07, 0.000000e+00
2173, 1.686313e+00, 1.430505e+04, 5.994074e-03, 4.486392e-63, 1.795211e-03, 1.005432e-123
2174, 3.328572e+00, 1.430504e+04, 1.421905e-01, 1.573010e-24, 2.245965e-01, 1.236007e-46
2175, 7.872553e+00, 1.430502e+04, 8.188907e-01, 3.755344e-09, 3.473956e+00, 7.044620e-16
2176, 7.542728e+00, 1.430500e+04, 7.718728e-01, 1.432868e-09, 3.156602e+00, 1.025582e-16
2177, 7.030820e+00, 1.430498e+04, 6.943836e-01, 2.623938e-10, 2.659431e+00, 3.439261e-18
2178, 6.074390e+00, 1.430496e+04, 4.734466e-01, 4.537260e-12, 1.418118e+00, 1.028361e-21
2179, 5.444791e+00, 1.430494e+04, 4.117112e-01, 1.255359e-13, 1.142952e+00, 7.872157e-25
2180, 5.125625e+00, 1.430493e+04, 3.270604e-01, 1.364380e-14, 7.870368e-01, 9.298834e-27
2181, 5.330566e+00, 1.430491e+04, 3.967736e-01, 5.883727e-14, 1.078547e+00, 1.729271e-25
2182, 2.574478e+00, 1.430491e+04, 4.398560e-02, 2.194729e-34, 4.066146e-02, 2.406135e-66
2183, 1.481313e+00, 1.430490e+04, 1.167806e-03, 6.572598e-77, 7.256524e-05, 2.157904e-151
2184, 3.154253e+00, 1.430489e+04, 1.047352e-01, 2.817940e-26, 1.411262e-01, 3.966629e-50
2185, 1.612005e+00, 1.430489e+04, 2.233079e-03, 1.578906e-67, 2.538701e-04, 1.245290e-132
2186, 2.890050e+00, 1.430488e+04, 7.241189e-02, 1.881581e-29, 8.217620e-02, 1.768496e-56
2187, 9.445769e-01, 1.430488e+04, 1.493645e-06, 4.905120e-160, 1.883267e-06, 1.201910e-317
2188, 2.294443e-01, 1.430488e+04, 1.216381e-75, 0.000000e+00, 1.111136e-07, 0.000000e+00
2189, 1.442557e+00, 1.430488e+04, 9.098301e-04, 3.772547e-80, 4.562984e-05, 7.109307e-158
2190, 1.064827e+00, 1.430487e+04, 1.516686e-05, 8.285204e-131, 2.404619e-06, 3.428977e-259
2191, 1.424140e+00, 1.430487e+04, 7.959041e-04, 8.903734e-82, 3.583742e-05, 3.960066e-161
2192, 2.590619e+00, 1.430486e+04, 4.688016e-02, 4.293359e-34, 4.454292e-02, 9.207729e-66
2193, 1.735213e+00, 1.430486e+04, 4.708497e-03, 2.045297e-60, 1.110649e-03, 2.089637e-118
2194, 8.771597e-01, 1.430486e+04, 2.724273e-07, 1.111355e-181, 1.623623e-06, 0.000000e+00
2195, 1.126336e+00, 1.430486e+04, 3.842011e-05, 3.359421e-119, 2.750305e-06, 5.637506e-236
2196, 1.292782e+00, 1.430485e+04, 2.637987e-04, 2.585372e-95, 6.991095e-06, 3.338906e-188
2197, 1.116720e+00, 1.430485e+04, 3.357180e-05, 6.786111e-121, 2.686830e-06, 2.300383e-239
2198, 6.536467e+00, 1.430483e+04, 6.136977e-01, 3.823743e-11, 2.176199e+00, 7.303573e-20
2199, 7.232190e+00, 1.430481e+04, 7.837493e-01, 5.294248e-10, 3.261480e+00, 1.400124e-17
2200, 7.651739e+00, 1.430479e+04, 7.637051e-01, 1.994802e-09, 3.092510e+00, 1.987730e-16
2201, 7.398781e+00, 1.430478e+04, 7.260885e-01, 9.150730e-10, 2.849126e+00, 4.182823e-17
2202, 7.388340e+00, 1.430476e+04, 7.373774e-01, 8.851283e-10, 2.926513e+00, 3.913547e-17
2203, 5.715641e+00, 1.430474e+04, 4.480931e-01, 6.598625e-13, 1.306309e+00, 2.175029e-23
2204, 5.381765e+00, 1.430473e+04, 4.031132e-01, 8.327775e-14, 1.105565e+00, 3.464305e-25
2205, 4.807371e+00, 1.430472e+04, 3.334895e-01, 1.051982e-15, 8.234373e-01, 5.528084e-29
2206, 3.975497e+00, 1.430471e+04, 1.853426e-01, 1.138978e-19, 3.280573e-01, 6.480204e-37
2207, 3.441617e+00, 1.430470e+04, 1.362907e-01, 1.644987e-23, 2.082231e-01, 1.351709e-44
2208, 3.916004e+00, 1.430469e+04, 1.843715e-01, 4.928050e-20, 3.264844e-01, 1.213133e-37
2209, 2.839454e+00, 1.430469e+04, 7.403036e-02, 3.816918e-30, 8.546891e-02, 7.277527e-58
2210, 7.946475e-01, 1.430468e+04, 3.791939e-08, 1.011811e-215, 1.343208e-06, 0.000000e+00
2211, 1.145353e+00, 1.430468e+04, 5.148146e-05, 5.902379e-116, 2.902724e-06, 1.740252e-229
2212, 8.904946e-01, 1.430468e+04, 4.312398e-07, 5.292772e-177, 1.675791e-06, 0.000000e+00
2213, 7.693044e-01, 1.430468e+04, 8.426815e-09, 2.252491e-228, 1.251408e-06, 0.000000e+00
2214, 7.437062e-01, 1.430468e+04, 3.020036e-09, 1.870288e-242, 1.170187e-06, 0.000000e+00
2215, 7.181080e-01, 1.430468e+04, 1.010467e-09, 4.964121e-258, 1.092020e-06, 0.000000e+00
2216, 2.237065e+00, 1.430467e+04, 2.555633e-02, 9.268447e-42, 1.979942e-02, 4.291134e-81
2217, 1.606013e+00, 1.430467e+04, 3.515370e-03, 6.638012e-68, 6.210671e-04, 2.201071e-133
2218, 2.273731e+00, 1.430466e+04, 3.606283e-02, 8.142515e-41, 3.199578e-02, 3.311885e-79
2219, 1.125069e+00, 1.430466e+04, 1.661546e-04, 2.079492e-119, 4.134482e-06, 2.160093e-236
2220, 6.889437e-01, 1.430466e+04, 1.386807e-08, 6.940022e-278, 1.046394e-06, 0.000000e+00
2221, 2.189953e+00, 1.430466e+04, 5.003070e-02, 4.929668e-43, 5.217918e-02, 1.213929e-83
2222, 1.541288e+00, 1.430466e+04, 1.050408e-02, 2.540821e-72, 5.499233e-03, 3.224825e-142
2223, 6.142655e+00, 1.430464e+04, 6.324891e-01, 6.388112e-12, 2.315520e+00, 2.038464e-21
2224, 4.939215e+00, 1.430463e+04, 3.316416e-01, 3.200033e-15, 8.112081e-01, 5.115251e-28
2225, 5.999473e+00, 1.430462e+04, 5.874159e-01, 3.113446e-12, 2.049287e+00, 4.842178e-22
2226, 6.186841e+00, 1.430461e+04, 6.100309e-01, 7.917129e-12, 2.174523e+00, 3.131076e-21
2227, 5.773224e+00, 1.430460e+04, 4.147647e-01, 9.186737e-13, 1.144634e+00, 4.215806e-23
2228, 4.392157e+00, 1.430459e+04, 2.190574e-01, 1.871915e-17, 4.202445e-01, 1.750371e-32
2229, 5.234858e+00, 1.430457e+04, 3.409298e-01, 3.040800e-14, 8.398043e-01, 4.618849e-26
2230, 4.538106e+00, 1.430456e+04, 2.827083e-01, 8.553426e-17, 6.339122e-01, 3.654586e-31
2231, 4.429705e+00, 1.430455e+04, 2.311938e-01, 2.801356e-17, 4.580510e-01, 3.920077e-32
2232, 4.387481e+00, 1.430454e+04, 2.542574e-01, 1.781142e-17, 5.363553e-01, 1.584729e-32
2233, 2.670087e+00, 1.430453e+04, 5.312283e-02, 1.007154e-32, 5.299615e-02, 5.066990e-63
2234, 4.919719e-01, 1.430453e+04, 1.516908e-19, 0.000000e+00, 5.052572e-07, 0.000000e+00
2235, 7.590642e-01, 1.430453e+04, 1.515709e-09, 8.058509e-234, 1.202792e-06, 0.000000e+00
2236, 7.219952e-01, 1.430453e+04, 2.526912e-10, 1.539485e-255, 1.088187e-06, 0.000000e+00
2237, 2.500823e-01, 1.430452e+04, 4.836548e-68, 0.000000e+00, 1.305574e-07, 0.000000e+00
2238, 1.098138e-01, 1.430452e+04, 0.000000e+00, 0.000000e+00, 2.517373e-08, 0.000000e+00
2239, 1.932728e+00, 1.430452e+04, 7.890557e-03, 1.678777e-51, 3.109004e-03, 1.407811e-100
2240, 1.911906e+00, 1.430452e+04, 7.326038e-03, 2.529141e-52, 2.680825e-03, 3.195246e-102
2241, 1.914425e+00, 1.430451e+04, 7.395103e-03, 3.190206e-52, 2.731276e-03, 5.083884e-102
2242, 1.561766e+00, 1.430451e+04, 1.405197e-03, 7.295139e-71, 1.034219e-04, 2.658430e-139
2243, 1.041350e+00, 1.430451e+04, 5.388104e-06, 9.815303e-136, 2.264478e-06, 4.812442e-269
2244, 6.758892e-01, 1.430451e+04, 1.824964e-11, 1.416698e-287, 9.532343e-07, 0.000000e+00
2245, 2.540000e-01, 1.430450e+04, 5.056631e-66, 0.000000e+00, 1.346071e-07, 0.000000e+00
2246, 1.192646e+00, 1.430450e+04, 5.416170e-05, 1.572207e-108, 3.113485e-06, 1.234745e-214
2247, 5.354356e+00, 1.430449e+04, 3.731113e-01, 6.957959e-14, 9.713852e-01, 2.418365e-25
2248, 5.467386e+00, 1.430447e+04, 4.727973e-01, 1.462489e-13, 1.441021e+00, 1.068423e-24
2249, 4.962072e+00, 1.430446e+04, 3.426330e-01, 3.863567e-15, 8.555760e-01, 7.456499e-28
2250, 3.811521e+00, 1.430445e+04, 1.564722e-01, 1.051250e-20, 2.524693e-01, 5.520399e-39
2251, 7.636723e-01, 1.430445e+04, 4.607911e-09, 2.528565e-231, 1.228065e-06, 0.000000e+00
2252, 9.821882e-01, 1.430444e+04, 1.236328e-06, 9.544612e-150, 2.004953e-06, 4.550662e-297
2253, 3.633584e+00, 1.430443e+04, 1.387033e-01, 5.792869e-22, 2.109652e-01, 1.676276e-41
2254, 5.740313e-01, 1.430443e+04, 1.207828e-14, 0.000000e+00, 6.910764e-07, 0.000000e+00
2255, 2.521128e+00, 1.430443e+04, 3.988194e-02, 2.263600e-35, 3.552247e-02, 2.559514e-68
2256, 2.609108e+00, 1.430442e+04, 5.544940e-02, 9.286965e-34, 5.693823e-02, 4.308298e-65
2257, 3.723630e+00, 1.430441e+04, 1.353654e-01, 2.624003e-21, 2.016775e-01, 3.439432e-40
2258, 3.279068e+00, 1.430441e+04, 9.363482e-02, 5.398176e-25, 1.172169e-01, 1.455634e-47
2259, 6.008383e-01, 1.430441e+04, 9.900966e-14, 0.000000e+00, 7.554028e-07, 0.000000e+00
2260, 3.699899e+00, 1.430440e+04, 1.530504e-01, 1.778814e-21, 2.456077e-01, 1.580589e-40
2261, 2.143141e+00, 1.430440e+04, 2.052709e-02, 2.281150e-44, 1.491645e-02, 2.599357e-86
2262, 2.446652e+00, 1.430439e+04, 4.084881e-02, 7.412444e-37, 3.720683e-02, 2.744612e-71
2263, 1.638695e+00, 1.430439e+04, 1.804687e-03, 7.617521e-66, 1.677817e-04, 2.898580e-129
2264, 2.171917e+00, 1.430439e+04, 1.567386e-02, 1.554765e-43, 1.030459e-02, 1.207502e-84
2265, 9.086636e-01, 1.430438e+04, 2.358378e-07, 6.092946e-171, 1.719571e-06, 0.000000e+00
2266, 2.849176e-01, 1.430438e+04, 1.076769e-53, 0.000000e+00, 1.690466e-07, 0.000000e+00
2267, 3.316792e-01, 1.430438e+04, 2.427108e-40, 0.000000e+00, 2.290621e-07, 0.000000e+00
2268, 5.806973e-01, 1.430438e+04, 6.982066e-15, 0.000000e+00, 7.020442e-07, 0.000000e+00
2269, 9.022045e-01, 1.430438e+04, 1.976274e-07, 4.798749e-173, 1.694439e-06, 0.000000e+00
